trip_id,date,hour,city,service,payment_method,fare,distance_km,duration_minute,rating,available_fleet,demand_city_hour,status,customer_id,driver_id,vehicle_id
TRIP00186,2025-03-03,0,Jakarta,Bluebird Van,Cash,85585.0,12.53,37.3,4.3,718,1,Completed,CUST0168,DRV0025,VH0117
TRIP00187,2025-02-06,17,Bandung,Golden Bird,E-Wallet,,,,,253,2,Cancelled,CUST0258,DRV1015,VH1173
TRIP00188,2025-02-20,6,Bandung,Bluebird,Cash,41724.0,7.76,34.2,4.9,259,2,Completed,CUST0750,DRV0599,VH0109
TRIP00189,2025-02-13,9,Jakarta,Silver Bird,E-Wallet,,,,,631,1,Cancelled,CUST0557,DRV0801,VH0236
TRIP00190,2025-01-24,6,Jakarta,Bluebird,Cash,56548.0,10.12,54.7,4.5,628,1,Completed,CUST0309,DRV0910,VH0826
TRIP00191,2025-03-20,17,Jakarta,Silver Bird,E-Wallet,99323.0,13.16,64.5,4.3,633,2,Completed,CUST0649,DRV0959,VH1451
TRIP00192,2025-02-28,18,Jakarta,Bluebird,Debit/Credit,61056.0,12.61,62.7,4.6,633,4,Completed,CUST0615,DRV1052,VH1010
TRIP00193,2025-02-01,7,Semarang,Silver Bird,Cash,87837.0,9.0,39.7,4.5,127,1,Completed,CUST0129,DRV0541,VH1204
TRIP00194,2025-03-29,12,Semarang,Bluebird,Debit/Credit,40962.0,11.07,57.3,3.9,194,1,Completed,CUST0673,DRV0491,VH0909
TRIP00195,2025-02-21,14,Jakarta,Bluebird Van,QRIS,35625.0,8.66,34.9,4.7,670,1,Completed,CUST0550,DRV0488,VH0396
TRIP00196,2025-03-03,12,Bandung,Bluebird,Cash,39876.0,8.88,37.6,5.0,296,1,Completed,CUST0569,DRV0791,VH0977
TRIP00197,2025-02-27,7,Semarang,Bluebird,E-Wallet,36572.0,4.76,22.5,4.9,117,2,Completed,CUST0161,DRV0172,VH0001
TRIP00198,2025-02-21,13,Jakarta,Silver Bird,QRIS,,,,,717,2,Cancelled,CUST0176,DRV0038,VH0008
TRIP00199,2025-01-12,18,Medan,Golden Bird,QRIS,86562.0,11.49,57.3,4.0,130,1,Completed,CUST0771,DRV0299,VH0144
TRIP00200,2025-02-08,6,Semarang,Bluebird,Cash,,,,,85,1,Cancelled,CUST0288,DRV1051,VH0275
TRIP00201,2025-01-02,6,Jakarta,Bluebird,QRIS,39081.0,5.92,26.2,5.0,637,1,Completed,CUST0405,DRV0648,VH0287
TRIP00202,2025-01-03,11,Jakarta,Bluebird,E-Wallet,50568.0,8.79,25.1,4.6,683,1,Completed,CUST0657,DRV0748,VH0490
TRIP00203,2025-02-25,21,Semarang,Bluebird Van,QRIS,51959.0,6.12,15.6,4.5,192,1,Completed,CUST0580,DRV1109,VH0633
TRIP00204,2025-03-22,17,Bandung,Silver Bird,E-Wallet,64601.0,8.95,52.2,4.3,260,2,Completed,CUST0340,DRV0926,VH0729
TRIP00205,2025-02-28,17,Jakarta,Silver Bird,E-Wallet,53778.0,7.14,32.3,4.5,632,2,Completed,CUST0268,DRV0013,VH0031
TRIP00206,2025-01-02,12,Jakarta,Bluebird,Cash,75836.0,13.66,52.3,4.8,671,2,Completed,CUST0218,DRV0259,VH0964
TRIP00207,2025-01-02,17,Bandung,Bluebird,Cash,10000.0,3.13,30.7,4.4,240,2,Completed,CUST0164,DRV0980,VH1476
TRIP00208,2025-02-23,1,Surabaya,Bluebird,E-Wallet,38141.0,11.76,39.2,4.8,268,1,Completed,CUST0691,DRV1124,VH0244
TRIP00209,2025-03-28,17,Surabaya,Golden Bird,QRIS,51030.0,5.71,25.8,4.7,158,1,Completed,CUST0391,DRV0616,VH0140
TRIP00210,2025-01-01,21,Semarang,Bluebird,Cash,24372.0,1.41,5.0,5.0,190,1,Completed,CUST0417,DRV0278,VH0401
TRIP00211,2025-01-19,17,Jakarta,Golden Bird,Cash,82751.0,9.21,56.2,4.7,603,1,Completed,CUST0048,DRV0954,VH0725
TRIP00212,2025-01-02,20,Bandung,Bluebird,Debit/Credit,44405.0,6.24,38.9,4.6,347,2,Completed,CUST0194,DRV1090,VH0982
TRIP00213,2025-02-22,18,Bandung,Bluebird,E-Wallet,10000.0,3.67,27.9,4.6,219,2,Completed,CUST0718,DRV0808,VH0164
TRIP00214,2025-02-13,7,Jakarta,Bluebird,Cash,,,,,637,3,Cancelled,CUST0084,DRV0656,VH0104
TRIP00215,2025-03-31,20,Jakarta,Bluebird,Cash,51960.0,8.47,29.8,4.6,693,2,Completed,CUST0613,DRV1141,VH0063
TRIP00216,2025-02-01,6,Semarang,Bluebird,E-Wallet,37331.0,9.73,60.6,3.9,119,2,Completed,CUST0667,DRV0783,VH0015
TRIP00217,2025-03-11,16,Medan,Bluebird,Debit/Credit,57396.0,9.25,46.9,4.8,142,1,Completed,CUST0047,DRV0499,VH0179
TRIP00218,2025-02-01,7,Bandung,Bluebird,Debit/Credit,38716.0,7.17,42.7,4.5,265,2,Completed,CUST0234,DRV0205,VH0441
TRIP00219,2025-03-09,1,Bandung,Silver Bird,Debit/Credit,96387.0,8.44,33.0,4.3,323,1,Completed,CUST0299,DRV0587,VH0525
TRIP00220,2025-02-24,13,Jakarta,Bluebird,QRIS,23434.0,8.42,31.8,4.1,689,2,Completed,CUST0147,DRV1104,VH0727
TRIP00221,2025-03-16,10,Bandung,Bluebird,Debit/Credit,34344.0,2.71,22.5,4.1,317,1,Completed,CUST0196,DRV1042,VH0311
TRIP00222,2025-02-25,15,Surabaya,Bluebird,QRIS,21140.0,3.74,18.7,4.9,233,1,Completed,CUST0022,DRV0614,VH0738
TRIP00223,2025-01-17,16,Bandung,Bluebird,Cash,20305.0,6.39,43.7,4.3,243,1,Completed,CUST0194,DRV1000,VH0130
TRIP00224,2025-02-07,5,Semarang,Silver Bird,Debit/Credit,47186.0,6.32,27.1,4.6,153,1,Completed,CUST0386,DRV0644,VH0968
TRIP00225,2025-01-24,7,Bandung,Bluebird,QRIS,52840.0,9.55,40.3,4.6,264,1,Completed,CUST0364,DRV0821,VH1490
TRIP00226,2025-03-10,16,Jakarta,Silver Bird,E-Wallet,90576.0,10.77,47.0,4.3,595,3,Completed,CUST0274,DRV0058,VH1287
TRIP00227,2025-03-11,11,Medan,Bluebird,QRIS,66296.0,9.32,38.0,4.7,247,1,Completed,CUST0384,DRV1136,VH1195
TRIP00228,2025-03-27,18,Jakarta,Bluebird,E-Wallet,56157.0,7.66,34.3,4.6,611,3,Completed,CUST0208,DRV0597,VH0927
TRIP00229,2025-01-11,17,Jakarta,Bluebird,E-Wallet,18094.0,4.36,17.7,4.7,593,1,Completed,CUST0275,DRV0315,VH1430
TRIP00230,2025-01-16,19,Jakarta,Bluebird,Cash,62184.0,9.74,55.4,3.9,639,2,Completed,CUST0729,DRV0162,VH1049
TRIP00231,2025-03-14,18,Bandung,Bluebird,E-Wallet,49807.0,8.58,38.5,4.3,214,3,Completed,CUST0496,DRV0324,VH1012
TRIP00232,2025-02-28,14,Medan,Silver Bird,QRIS,12739.0,1.0,5.0,4.9,200,2,Completed,CUST0539,DRV0718,VH0449
TRIP00233,2025-03-11,17,Bandung,Bluebird,E-Wallet,26231.0,4.5,28.1,4.5,254,3,Completed,CUST0527,DRV0580,VH0160
TRIP00234,2025-03-21,9,Medan,Bluebird,QRIS,25251.0,5.43,25.6,5.0,144,1,Completed,CUST0159,DRV0899,VH1241
TRIP00235,2025-01-03,10,Bandung,Bluebird,Debit/Credit,41019.0,7.36,39.6,5.0,308,2,Completed,CUST0726,DRV0760,VH0688
TRIP00236,2025-01-20,19,Jakarta,Bluebird,QRIS,27890.0,6.09,24.5,4.9,641,1,Completed,CUST0460,DRV0502,VH0848
TRIP00237,2025-02-28,14,Medan,Bluebird,Cash,30497.0,7.39,31.4,5.0,200,2,Completed,CUST0394,DRV0057,VH0490
TRIP00238,2025-02-05,19,Jakarta,Bluebird,Cash,,,,,600,2,Cancelled,CUST0439,DRV1189,VH0280
TRIP00239,2025-01-19,19,Jakarta,Bluebird,QRIS,49773.0,8.02,39.7,4.4,642,3,Completed,CUST0379,DRV1190,VH0081
TRIP00240,2025-03-31,20,Bandung,Bluebird,Debit/Credit,27979.0,4.85,10.3,4.8,316,1,Completed,CUST0164,DRV0297,VH1149
TRIP00241,2025-03-08,21,Jakarta,Bluebird,Debit/Credit,50971.0,6.58,32.4,5.0,671,1,Completed,CUST0639,DRV1028,VH0170
TRIP00242,2025-01-19,14,Jakarta,Golden Bird,Debit/Credit,49565.0,5.26,26.2,4.6,723,1,Completed,CUST0330,DRV0410,VH1114
TRIP00243,2025-01-20,10,Surabaya,Bluebird,QRIS,45274.0,9.14,31.8,4.4,276,1,Completed,CUST0570,DRV0807,VH0380
TRIP00244,2025-03-12,16,Bandung,Bluebird,QRIS,53058.0,8.71,47.8,4.1,263,2,Completed,CUST0147,DRV1130,VH0860
TRIP00245,2025-02-21,12,Bandung,Bluebird Van,Cash,35134.0,4.69,21.4,4.6,297,1,Completed,CUST0768,DRV0620,VH0111
TRIP00246,2025-02-02,17,Semarang,Bluebird,E-Wallet,58696.0,11.36,44.5,4.2,103,2,Completed,CUST0110,DRV0779,VH0164
TRIP00247,2025-02-09,18,Bandung,Bluebird,E-Wallet,10000.0,6.06,26.3,5.0,249,1,Completed,CUST0394,DRV0779,VH0415
TRIP00248,2025-02-08,18,Medan,Bluebird,QRIS,61154.0,12.09,64.3,4.3,165,2,Completed,CUST0561,DRV0566,VH0640
TRIP00249,2025-03-23,12,Jakarta,Bluebird,Cash,18979.0,6.57,28.4,4.9,689,1,Completed,CUST0182,DRV0998,VH0155
TRIP00250,2025-01-01,8,Bandung,Bluebird,Cash,10000.0,1.0,8.0,4.6,232,1,Completed,CUST0573,DRV0166,VH0194
TRIP00251,2025-01-11,14,Medan,Bluebird Van,Debit/Credit,44713.0,8.71,28.8,4.4,204,2,Completed,CUST0443,DRV0788,VH1500
TRIP00252,2025-02-26,7,Bandung,Bluebird,Debit/Credit,31899.0,7.75,35.4,4.2,257,1,Completed,CUST0747,DRV0666,VH0685
TRIP00253,2025-03-30,20,Surabaya,Silver Bird,E-Wallet,58065.0,8.1,29.3,4.4,242,1,Completed,CUST0754,DRV0128,VH0825
TRIP00254,2025-02-19,11,Jakarta,Bluebird,Cash,,,,,724,1,Cancelled,CUST0130,DRV0076,VH0021
TRIP00255,2025-01-23,8,Jakarta,Bluebird,Debit/Credit,51763.0,8.4,29.4,4.8,620,2,Completed,CUST0776,DRV0887,VH0823
TRIP00256,2025-01-31,4,Bandung,Bluebird,Debit/Credit,34745.0,5.47,29.9,4.8,338,1,Completed,CUST0403,DRV0782,VH1023
TRIP00257,2025-02-11,17,Jakarta,Golden Bird,QRIS,49690.0,7.59,45.2,4.1,635,1,Completed,CUST0505,DRV0434,VH0109
TRIP00258,2025-01-07,17,Medan,Bluebird Van,QRIS,65940.0,10.02,39.2,4.5,170,1,Completed,CUST0720,DRV0635,VH0399
TRIP00259,2025-01-16,11,Jakarta,Bluebird,Cash,51098.0,9.05,37.2,4.3,683,2,Completed,CUST0654,DRV0615,VH0930
TRIP00260,2025-03-31,6,Semarang,Bluebird Van,QRIS,54351.0,8.63,36.2,4.7,70,1,Completed,CUST0022,DRV0986,VH0872
TRIP00261,2025-03-01,13,Semarang,Bluebird,E-Wallet,34621.0,6.1,22.6,4.8,205,1,Completed,CUST0017,DRV0526,VH0129
TRIP00262,2025-01-02,10,Jakarta,Bluebird,QRIS,43024.0,7.47,27.5,4.4,696,1,Completed,CUST0634,DRV1157,VH0280
TRIP00263,2025-01-01,17,Jakarta,Bluebird,E-Wallet,38318.0,5.04,25.2,4.9,622,3,Completed,CUST0282,DRV0441,VH0427
TRIP00264,2025-02-17,17,Medan,Bluebird,Debit/Credit,20728.0,6.39,47.6,5.0,144,1,Completed,CUST0227,DRV0587,VH1051
TRIP00265,2025-01-12,12,Semarang,Bluebird,Cash,10857.0,1.0,5.0,4.9,203,2,Completed,CUST0420,DRV0391,VH0905
TRIP00266,2025-03-10,8,Bandung,Bluebird,Debit/Credit,46572.0,5.23,23.3,4.7,265,1,Completed,CUST0373,DRV0244,VH0344
TRIP00267,2025-02-06,23,Jakarta,Bluebird,QRIS,58642.0,8.25,27.7,4.6,684,1,Completed,CUST0301,DRV0768,VH1425
TRIP00268,2025-02-01,14,Bandung,Bluebird,QRIS,54876.0,8.69,42.1,4.4,294,2,Completed,CUST0286,DRV1170,VH0604
TRIP00269,2025-01-09,18,Surabaya,Bluebird,Cash,,,,,186,1,Cancelled,CUST0116,DRV0415,VH1319
TRIP00270,2025-01-19,7,Jakarta,Bluebird Van,QRIS,,,,,593,1,Cancelled,CUST0149,DRV0427,VH0196
TRIP00271,2025-02-17,15,Surabaya,Bluebird,Cash,34456.0,1.46,16.0,4.4,275,1,Completed,CUST0404,DRV0249,VH0893
TRIP00272,2025-03-21,4,Jakarta,Bluebird,Cash,43528.0,8.33,35.0,4.1,689,1,Completed,CUST0682,DRV1059,VH0733
TRIP00273,2025-01-03,15,Jakarta,Bluebird,QRIS,14184.0,3.46,15.2,4.8,708,4,Completed,CUST0090,DRV0839,VH0156
TRIP00274,2025-01-20,22,Jakarta,Bluebird,QRIS,27281.0,4.88,34.4,4.6,691,1,Completed,CUST0119,DRV0253,VH0440
TRIP00275,2025-01-24,12,Jakarta,Silver Bird,E-Wallet,93523.0,7.94,33.5,4.5,693,4,Completed,CUST0696,DRV0862,VH0101
TRIP00276,2025-02-23,5,Jakarta,Bluebird,QRIS,46325.0,12.33,44.4,4.1,716,1,Completed,CUST0776,DRV0819,VH0748
TRIP00277,2025-02-02,4,Bandung,Silver Bird,Debit/Credit,58910.0,8.11,30.5,4.7,300,1,Completed,CUST0739,DRV0862,VH0500
TRIP00278,2025-01-24,12,Jakarta,Bluebird,QRIS,31638.0,8.55,26.3,4.4,715,4,Completed,CUST0093,DRV0210,VH1309
TRIP00279,2025-03-16,8,Jakarta,Bluebird,Debit/Credit,46540.0,8.44,50.6,4.4,595,2,Completed,CUST0629,DRV0110,VH1093
TRIP00280,2025-03-13,4,Jakarta,Bluebird,Cash,24321.0,6.36,29.5,5.0,696,1,Completed,CUST0447,DRV0330,VH0386
TRIP00281,2025-02-05,18,Semarang,Bluebird,E-Wallet,30143.0,5.17,36.6,4.7,79,1,Completed,CUST0312,DRV0142,VH1476
TRIP00282,2025-02-07,14,Jakarta,Bluebird,QRIS,31553.0,9.78,47.6,4.1,708,2,Completed,CUST0318,DRV0676,VH0138
TRIP00283,2025-03-25,10,Bandung,Bluebird,E-Wallet,27388.0,2.84,8.5,4.4,299,1,Completed,CUST0121,DRV0087,VH0248
TRIP00284,2025-03-30,20,Bandung,Bluebird,QRIS,58977.0,8.78,28.5,4.7,335,1,Completed,CUST0317,DRV0140,VH0103
TRIP00285,2025-01-25,7,Semarang,Bluebird,Cash,29370.0,5.63,30.2,4.3,95,1,Completed,CUST0138,DRV0674,VH0510
TRIP00286,2025-01-18,22,Jakarta,Bluebird Van,Debit/Credit,68916.0,10.98,37.8,4.0,706,1,Completed,CUST0743,DRV0026,VH1399
TRIP00287,2025-03-23,10,Surabaya,Bluebird,Cash,54150.0,10.88,44.7,4.6,283,1,Completed,CUST0660,DRV0646,VH0727
TRIP00288,2025-03-07,20,Surabaya,Bluebird,QRIS,23623.0,2.98,19.8,4.8,262,1,Completed,CUST0284,DRV0911,VH1179
TRIP00289,2025-02-23,17,Bandung,Bluebird,Cash,31236.0,5.26,27.9,4.8,260,1,Completed,CUST0654,DRV0362,VH0087
TRIP00290,2025-02-04,19,Jakarta,Bluebird,Debit/Credit,42180.0,5.93,32.8,4.7,649,2,Completed,CUST0520,DRV0360,VH0880
TRIP00291,2025-03-21,23,Surabaya,Bluebird,E-Wallet,32338.0,2.56,9.6,4.7,237,2,Completed,CUST0505,DRV0996,VH0931
TRIP00292,2025-03-02,10,Jakarta,Golden Bird,QRIS,45022.0,5.4,27.2,4.5,720,1,Completed,CUST0391,DRV0077,VH1233
TRIP00293,2025-02-10,22,Bandung,Bluebird Van,E-Wallet,85127.0,14.32,52.6,4.5,338,1,Completed,CUST0005,DRV0095,VH1007
TRIP00294,2025-02-02,12,Surabaya,Bluebird,QRIS,60285.0,9.83,23.9,5.0,280,1,Completed,CUST0769,DRV0957,VH1202
TRIP00295,2025-03-09,12,Jakarta,Bluebird,QRIS,56058.0,14.25,60.3,4.2,697,1,Completed,CUST0367,DRV0997,VH1014
TRIP00296,2025-02-02,11,Medan,Bluebird,E-Wallet,32250.0,9.99,46.9,4.2,237,1,Completed,CUST0492,DRV0218,VH0258
TRIP00297,2025-01-14,16,Jakarta,Bluebird,E-Wallet,38224.0,6.27,36.2,4.3,625,4,Completed,CUST0758,DRV0368,VH0273
TRIP00298,2025-01-21,8,Medan,Bluebird,E-Wallet,41268.0,6.35,28.9,4.4,149,3,Completed,CUST0466,DRV0052,VH0863
TRIP00299,2025-02-17,16,Bandung,Bluebird,QRIS,39488.0,8.77,35.1,4.6,234,1,Completed,CUST0235,DRV0687,VH0848
TRIP00300,2025-01-20,16,Jakarta,Bluebird,QRIS,45396.0,9.81,50.7,3.9,625,2,Completed,CUST0362,DRV0825,VH1048
TRIP00301,2025-01-08,18,Jakarta,Bluebird,Cash,30509.0,6.77,36.1,4.7,602,3,Completed,CUST0522,DRV0033,VH0825
TRIP00302,2025-01-07,19,Semarang,Bluebird,QRIS,10092.0,2.27,16.2,4.9,129,1,Completed,CUST0242,DRV0872,VH0595
TRIP00303,2025-03-08,14,Jakarta,Bluebird,QRIS,94883.0,18.36,86.2,3.5,676,1,Completed,CUST0442,DRV0644,VH0400
TRIP00304,2025-01-17,10,Jakarta,Bluebird,E-Wallet,31939.0,8.08,25.7,4.4,670,1,Completed,CUST0188,DRV0425,VH0353
TRIP00305,2025-02-02,9,Jakarta,Bluebird,E-Wallet,38681.0,7.52,50.5,4.4,598,2,Completed,CUST0404,DRV0787,VH0804
TRIP00306,2025-02-17,8,Surabaya,Golden Bird,QRIS,64969.0,8.34,41.6,4.5,208,1,Completed,CUST0427,DRV1031,VH1325
TRIP00307,2025-03-17,6,Bandung,Bluebird,Cash,21408.0,6.27,20.2,4.8,237,1,Completed,CUST0413,DRV0495,VH0010
TRIP00308,2025-02-28,11,Jakarta,Silver Bird,E-Wallet,77056.0,8.87,34.2,4.6,705,1,Completed,CUST0514,DRV0739,VH1067
TRIP00309,2025-03-27,9,Jakarta,Bluebird,Cash,56950.0,12.36,64.2,4.5,635,3,Completed,CUST0154,DRV0767,VH1075
TRIP00310,2025-01-22,22,Jakarta,Bluebird,Debit/Credit,,,,,699,1,Cancelled,CUST0203,DRV0696,VH0719
TRIP00311,2025-01-30,16,Jakarta,Bluebird,Cash,15462.0,5.01,17.7,4.5,598,3,Completed,CUST0217,DRV0199,VH0107
TRIP00312,2025-02-07,11,Jakarta,Bluebird,QRIS,36067.0,8.02,30.9,4.4,699,1,Completed,CUST0482,DRV0715,VH0771
TRIP00313,2025-02-20,16,Surabaya,Bluebird Van,E-Wallet,54340.0,6.61,28.4,4.8,184,1,Completed,CUST0315,DRV0435,VH1259
TRIP00314,2025-02-23,7,Jakarta,Bluebird,Cash,89784.0,12.77,62.5,4.3,636,1,Completed,CUST0617,DRV1160,VH0490
TRIP00315,2025-01-08,14,Jakarta,Bluebird,QRIS,40881.0,12.01,53.5,4.5,696,1,Completed,CUST0001,DRV0288,VH0675
TRIP00316,2025-01-27,17,Jakarta,Bluebird,QRIS,44915.0,8.82,35.9,4.7,618,1,Completed,CUST0766,DRV0719,VH0475
TRIP00317,2025-01-27,15,Semarang,Bluebird Van,E-Wallet,31283.0,2.96,6.9,4.2,154,1,Completed,CUST0503,DRV0567,VH0581
TRIP00318,2025-01-21,13,Semarang,Bluebird,E-Wallet,16255.0,3.12,17.8,4.4,150,1,Completed,CUST0799,DRV0811,VH0847
TRIP00319,2025-01-30,23,Medan,Bluebird Van,Cash,60326.0,7.55,24.2,4.4,232,1,Completed,CUST0278,DRV0408,VH1316
TRIP00320,2025-01-28,20,Jakarta,Bluebird Van,Cash,53699.0,9.51,30.5,4.4,720,1,Completed,CUST0194,DRV0917,VH0460
TRIP00321,2025-03-05,17,Jakarta,Bluebird,Debit/Credit,42272.0,7.38,29.3,4.5,594,3,Completed,CUST0769,DRV0910,VH0425
TRIP00322,2025-03-10,16,Jakarta,Silver Bird,QRIS,51848.0,7.06,38.7,4.8,643,3,Completed,CUST0762,DRV0717,VH0329
TRIP00323,2025-03-02,17,Jakarta,Bluebird Van,Debit/Credit,59564.0,6.72,37.0,4.9,618,2,Completed,CUST0248,DRV0825,VH1209
TRIP00324,2025-02-17,8,Bandung,Bluebird,Cash,32035.0,6.93,30.9,4.6,265,1,Completed,CUST0088,DRV1026,VH0767
TRIP00325,2025-01-19,13,Medan,Bluebird,Cash,10000.0,1.0,5.0,4.6,206,1,Completed,CUST0434,DRV0185,VH0506
TRIP00326,2025-01-04,5,Medan,Bluebird,Debit/Credit,36517.0,4.2,27.5,4.5,240,1,Completed,CUST0420,DRV0674,VH0628
TRIP00327,2025-02-04,15,Medan,Bluebird,Cash,22886.0,5.62,15.7,4.7,238,1,Completed,CUST0253,DRV0602,VH0478
TRIP00328,2025-03-05,16,Jakarta,Bluebird,E-Wallet,61804.0,12.12,42.8,4.5,626,1,Completed,CUST0429,DRV0763,VH0014
TRIP00329,2025-02-18,9,Surabaya,Bluebird,Cash,14683.0,5.56,33.4,4.8,173,1,Completed,CUST0164,DRV0022,VH0890
TRIP00330,2025-01-17,22,Jakarta,Bluebird,Cash,36993.0,9.04,35.4,4.8,721,2,Completed,CUST0495,DRV0212,VH0727
TRIP00331,2025-02-13,21,Jakarta,Bluebird,E-Wallet,52295.0,9.18,31.7,4.0,730,2,Completed,CUST0162,DRV0477,VH1117
TRIP00332,2025-01-30,18,Surabaya,Bluebird,QRIS,,,,,176,4,Cancelled,CUST0507,DRV0466,VH1011
TRIP00333,2025-02-15,16,Jakarta,Golden Bird,Debit/Credit,96602.0,12.29,63.0,4.6,598,1,Completed,CUST0265,DRV0989,VH0746
TRIP00334,2025-01-06,20,Jakarta,Bluebird,Cash,49750.0,8.33,17.9,4.6,723,1,Completed,CUST0110,DRV0172,VH0180
TRIP00335,2025-02-06,7,Jakarta,Bluebird,Debit/Credit,33609.0,7.07,31.7,4.9,627,2,Completed,CUST0719,DRV0675,VH0566
TRIP00336,2025-01-24,19,Surabaya,Bluebird,Debit/Credit,43071.0,6.01,48.3,4.3,208,1,Completed,CUST0319,DRV0797,VH0305
TRIP00337,2025-02-15,7,Surabaya,Bluebird,QRIS,42461.0,7.28,41.2,4.5,202,1,Completed,CUST0132,DRV0244,VH0475
TRIP00338,2025-02-22,19,Jakarta,Bluebird Van,E-Wallet,54307.0,7.2,41.5,4.2,602,2,Completed,CUST0133,DRV0421,VH0899
TRIP00339,2025-03-01,9,Medan,Bluebird,Debit/Credit,60798.0,9.16,52.9,4.1,135,3,Completed,CUST0394,DRV0379,VH0524
TRIP00340,2025-03-04,20,Jakarta,Bluebird,QRIS,54166.0,9.76,39.2,4.7,722,1,Completed,CUST0620,DRV0341,VH1135
TRIP00341,2025-03-26,21,Bandung,Bluebird Van,Debit/Credit,73831.0,8.78,40.7,4.7,300,1,Completed,CUST0684,DRV0954,VH1439
TRIP00342,2025-02-01,7,Surabaya,Bluebird Van,Debit/Credit,,,,,204,1,Cancelled,CUST0552,DRV0671,VH0421
TRIP00343,2025-03-28,14,Surabaya,Silver Bird,Cash,92549.0,13.59,58.1,4.0,253,1,Completed,CUST0035,DRV0123,VH0411
TRIP00344,2025-02-02,23,Semarang,Silver Bird,QRIS,70686.0,7.17,26.4,4.7,204,1,Completed,CUST0571,DRV0872,VH0681
TRIP00345,2025-03-08,15,Jakarta,Bluebird,QRIS,62379.0,11.8,48.4,4.7,702,1,Completed,CUST0705,DRV0434,VH0616
TRIP00346,2025-01-18,20,Surabaya,Bluebird,QRIS,,,,,278,1,Cancelled,CUST0722,DRV0188,VH0523
TRIP00347,2025-01-25,16,Bandung,Bluebird,Debit/Credit,57192.0,10.56,50.3,4.3,267,2,Completed,CUST0372,DRV1038,VH0329
TRIP00348,2025-02-23,12,Semarang,Bluebird,QRIS,63037.0,9.98,31.7,4.2,155,1,Completed,CUST0031,DRV0070,VH0272
TRIP00349,2025-02-27,10,Jakarta,Silver Bird,E-Wallet,89490.0,11.53,40.6,4.7,704,2,Completed,CUST0174,DRV0651,VH0014
TRIP00350,2025-03-08,8,Surabaya,Bluebird,QRIS,62828.0,8.28,39.1,4.5,165,3,Completed,CUST0390,DRV0837,VH0175
TRIP00351,2025-02-15,18,Bandung,Bluebird,QRIS,41322.0,4.99,21.4,4.9,222,1,Completed,CUST0710,DRV0591,VH0158
TRIP00352,2025-01-24,12,Jakarta,Bluebird Van,E-Wallet,39702.0,4.32,13.7,4.8,713,4,Completed,CUST0106,DRV0318,VH0622
TRIP00353,2025-02-01,15,Bandung,Bluebird,QRIS,28323.0,6.88,26.4,4.5,346,2,Completed,CUST0275,DRV0437,VH0234
TRIP00354,2025-02-16,15,Jakarta,Bluebird Van,QRIS,79865.0,13.1,55.2,4.4,680,1,Completed,CUST0096,DRV1170,VH0141
TRIP00355,2025-03-27,16,Bandung,Bluebird Van,Cash,44593.0,6.07,38.9,4.9,232,2,Completed,CUST0682,DRV0227,VH0119
TRIP00356,2025-01-23,20,Medan,Bluebird,QRIS,58364.0,9.86,36.2,4.5,191,1,Completed,CUST0030,DRV0180,VH0382
TRIP00357,2025-03-07,23,Bandung,Bluebird,Cash,56352.0,9.53,47.5,4.2,349,2,Completed,CUST0794,DRV0536,VH0689
TRIP00358,2025-01-27,13,Surabaya,Bluebird,E-Wallet,41440.0,7.15,35.2,4.2,259,1,Completed,CUST0161,DRV1123,VH1434
TRIP00359,2025-01-02,19,Bandung,Bluebird,QRIS,,,,,228,3,Cancelled,CUST0306,DRV0270,VH0049
TRIP00360,2025-03-31,18,Jakarta,Bluebird,E-Wallet,20505.0,1.0,13.1,4.6,629,2,Completed,CUST0623,DRV0946,VH1394
TRIP00361,2025-01-17,16,Jakarta,Bluebird,Debit/Credit,21183.0,4.83,29.6,4.8,634,4,Completed,CUST0724,DRV1118,VH1357
TRIP00362,2025-02-02,22,Bandung,Bluebird Van,QRIS,51049.0,4.25,25.3,4.4,335,2,Completed,CUST0196,DRV0659,VH0149
TRIP00363,2025-01-09,8,Jakarta,Bluebird,QRIS,14500.0,6.04,40.7,4.9,636,2,Completed,CUST0608,DRV0285,VH0157
TRIP00364,2025-02-12,7,Jakarta,Silver Bird,E-Wallet,86899.0,9.51,55.4,4.0,638,1,Completed,CUST0338,DRV1046,VH0604
TRIP00365,2025-02-17,20,Bandung,Bluebird,E-Wallet,42389.0,7.87,31.8,5.0,304,1,Completed,CUST0138,DRV0002,VH0152
TRIP00366,2025-02-08,14,Jakarta,Bluebird,Cash,60650.0,9.68,42.6,4.9,722,2,Completed,CUST0790,DRV0103,VH1485
TRIP00367,2025-02-11,19,Jakarta,Bluebird Van,QRIS,70197.0,10.29,58.6,4.3,631,3,Completed,CUST0447,DRV1060,VH0376
TRIP00368,2025-01-26,20,Bandung,Bluebird,QRIS,30305.0,4.15,12.2,4.3,322,1,Completed,CUST0310,DRV0274,VH0682
TRIP00369,2025-02-19,6,Jakarta,Bluebird,Cash,35398.0,4.85,25.2,4.7,633,1,Completed,CUST0179,DRV1075,VH0596
TRIP00370,2025-01-25,20,Semarang,Bluebird,Debit/Credit,51448.0,7.99,32.1,4.5,190,1,Completed,CUST0337,DRV1167,VH1449
TRIP00371,2025-01-24,14,Medan,Bluebird,E-Wallet,29835.0,5.61,28.7,4.3,244,2,Completed,CUST0234,DRV0896,VH1072
